,Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,2016 Median Annual Income
3078,JPMorgan Chase Bank,0,Rancho San Diego East Branch,4775,6/30/1989,9/25/2008,2644 Jamacha Road,El Cajon,San Diego,CA,92019,32.74395,-116.93208999999999,131505.0,136089.0,149917.0,161245.0,173463.0,182813.0,209562,66637
3079,JPMorgan Chase Bank,0,Escondido South Branch,4953,6/30/1989,9/25/2008,325 West Felicita Avenue,Escondido,San Diego,CA,92025,33.10439,-117.07338999999999,57521.0,60917.0,66334.0,73880.0,79352.0,83453.0,102898,66637
3080,JPMorgan Chase Bank,0,Chatsworth Street Branch,5068,6/30/1989,9/25/2008,17900 Chatsworth Street,Granada Hills,Los Angeles,CA,91344,34.26491,-118.52378,141452.0,144890.0,164115.0,166946.0,176937.0,193293.0,221837,66637
3081,JPMorgan Chase Bank,0,Ynez Road Branch,5001,7/24/1989,9/25/2008,26411 Ynez Road,Temecula,Riverside,CA,92591,33.523379999999996,-117.15903,87263.0,96913.0,103310.0,112410.0,130836.0,141620.0,166175,66637
3082,JPMorgan Chase Bank,0,Murrieta Branch,5002,5/29/1990,9/25/2008,40655 California Oaks Road,Murrieta,Riverside,CA,92562,33.57246,-117.2036,96155.0,97243.0,110803.0,125419.0,137784.0,156704.0,171500,66637
3083,JPMorgan Chase Bank,0,Clement Street Branch,4940,12/3/1990,9/25/2008,301 Clement Street,San Francisco,San Francisco,CA,94118,37.78305,-122.46243,116985.0,128332.0,131761.0,144430.0,157067.0,162217.0,173568,66637
3084,JPMorgan Chase Bank,0,Port Hueneme Office Branch,4780,3/4/1991,9/25/2008,619 W Channelisland Blvd,Port Hueneme,Ventura,CA,93041,34.15553,-119.19488999999999,101259.0,106211.0,113963.0,118237.0,119691.0,129192.0,139623,66637
3085,JPMorgan Chase Bank,0,Temecula Office Branch,4776,8/12/1991,9/25/2008,29640 Rancho California Road,Temecula,Riverside,CA,92591,33.504740000000005,-117.14588,90364.0,98271.0,106957.0,113833.0,121401.0,132179.0,148074,66637
3086,JPMorgan Chase Bank,0,Lancaster Office Branch,4778,8/26/1991,9/25/2008,1104 West Avenue K,Lancaster,Los Angeles,CA,93534,34.6748,-118.1509,102273.0,104193.0,105403.0,105477.0,109428.0,112158.0,121997,66637
3087,JPMorgan Chase Bank,0,Laguna Niguel Office Branch,4785,9/23/1991,9/25/2008,28131 Crow Valley Pkwy,Laguna Niguel,Orange,CA,92677,33.55435,-117.68471000000001,88957.0,100390.0,127232.0,138463.0,145336.0,154642.0,182827,66637
3088,JPMorgan Chase Bank,0,Rancho Vista Branch,4779,4/27/1992,9/25/2008,1261 W Avenue P,Palmdale,Los Angeles,CA,93551,34.60194,-118.15348,88832.0,91881.0,100566.0,107605.0,116186.0,142026.0,153402,66637
3089,JPMorgan Chase Bank,0,First Street Burbank Branch,4503,7/25/1992,9/25/2008,100 North First Street,Burbank,Los Angeles,CA,91502,34.1799,-118.31026000000001,75988.0,83365.0,96326.0,100871.0,106293.0,115890.0,133162,66637
3090,JPMorgan Chase Bank,0,Wilshire Center Branch,4938,2/26/1993,9/25/2008,3731 Wilshire Boulevard,Los Angeles,Los Angeles,CA,90010,34.06175,-118.30747,180280.0,163850.0,183764.0,194260.0,204292.0,220041.0,246855,66637
3091,JPMorgan Chase Bank,0,Upland Branch,4939,2/26/1993,9/25/2008,31 West Foothill Boulevard,Upland,San Bernardino,CA,91786,34.10706,-117.65183,132304.0,135543.0,147688.0,156515.0,173345.0,188790.0,210382,66637
3092,JPMorgan Chase Bank,0,Marina Del Rey Branch,4943,6/4/1993,9/25/2008,4676 Admiralty Way,Marina Del Rey,Los Angeles,CA,90292,33.98046,-118.44036000000001,110205.0,117472.0,136301.0,155081.0,168206.0,195540.0,219477,66637
3093,JPMorgan Chase Bank,0,Agoura Hills Office Branch,4777,7/15/1993,9/25/2008,5695 Kanan Road,Agoura Hills,Los Angeles,CA,91301,34.15381,-118.7573,102065.0,109079.0,134683.0,139600.0,162771.0,176132.0,229577,66637
3094,JPMorgan Chase Bank,0,Towngate Blvd Branch,4788,10/18/1993,9/25/2008,22950 Towngate Boulevard,Moreno Valley,Riverside,CA,92553,33.93533,-117.26377,92001.0,103130.0,106327.0,101292.0,108757.0,120662.0,133036,66637
3095,JPMorgan Chase Bank,0,Avenue S Branch,4789,3/15/1994,9/25/2008,2531 East Ave South,Palmdale,Los Angeles,CA,93550,34.55814,-118.08428,37009.0,39116.0,40212.0,40923.0,41077.0,45952.0,48881,66637
3096,JPMorgan Chase Bank,0,Challenger Way Branch,4790,3/18/1994,9/25/2008,44325 Challenger Way,Lancaster,Los Angeles,CA,93535,34.688140000000004,-118.11268999999999,33504.0,32463.0,34294.0,34942.0,35398.0,39924.0,40623,66637
3097,JPMorgan Chase Bank,0,Torrance Del Amo Branch,5070,8/1/1994,9/25/2008,21660 Hawthorne Boulevard,Torrance,Los Angeles,CA,90503,33.83173,-118.35253999999999,199074.0,206110.0,218991.0,237467.0,246023.0,259589.0,365084,66637
3098,JPMorgan Chase Bank,0,Los Alamitos Branch,4982,9/16/1994,9/25/2008,3502 Katella Avenue,Los Alamitos,Orange,CA,90720,33.80303,-118.07151999999999,88745.0,93263.0,108734.0,114101.0,126065.0,135256.0,150955,66637
3099,JPMorgan Chase Bank,0,Winnetka Woodland Hills Branch,5071,12/12/1994,9/25/2008,20040 Ventura Boulevard,Woodland Hills,Los Angeles,CA,91364,34.17129,-118.56988999999999,64811.0,68958.0,76607.0,89102.0,103115.0,105069.0,110501,66637
3100,JPMorgan Chase Bank,0,Havenhurst Branch,4794,1/17/1995,9/25/2008,16437 Ventura Boulevard,Encino,Los Angeles,CA,91436,34.15744,-118.49093,116787.0,129229.0,148418.0,150903.0,167800.0,217463.0,246948,66637
3101,JPMorgan Chase Bank,0,Lake Balboa Branch,4795,1/17/1995,9/25/2008,17200 Saticoy Street,Van Nuys,Los Angeles,CA,91406,34.20839,-118.50771999999999,70380.0,91985.0,99769.0,105999.0,119322.0,123277.0,129953,66637
3102,JPMorgan Chase Bank,0,Poway Branch,4984,4/10/1995,9/25/2008,12380 Poway Road,Poway,San Diego,CA,92064,32.95187,-117.06326999999999,47328.0,51601.0,57518.0,60914.0,73602.0,77738.0,95498,66637
3103,JPMorgan Chase Bank,0,Gateway Center Drive Branch,4797,4/17/1995,9/25/2008,4415 Imperial Avenue,San Diego,San Diego,CA,92113,32.70406,-117.10143000000001,24010.0,25059.0,27651.0,28287.0,28401.0,30930.0,35602,66637
3104,JPMorgan Chase Bank,0,Sepulveda and LA Tijera Branch,4796,5/26/1995,9/25/2008,8813 S Sepulveda Blvd.,Los Angeles,Los Angeles,CA,90045,33.955729999999996,-118.39625,52455.0,53636.0,60448.0,67419.0,78004.0,100402.0,101227,66637
3105,JPMorgan Chase Bank,0,Jurupa Valley Branch,4985,6/1/1995,9/25/2008,7800 Limonite Avenue,Riverside,Riverside,CA,92509,33.97844,-117.4534,63786.0,63040.0,70246.0,72604.0,75790.0,82405.0,91622,66637
3106,JPMorgan Chase Bank,0,Chatsworth Branch,4798,11/3/1995,9/25/2008,10370 Mason Avenue,Chatsworth,Los Angeles,CA,91311,34.258720000000004,-118.57976000000001,82440.0,86187.0,91753.0,97880.0,113583.0,124907.0,153868,66637
3107,JPMorgan Chase Bank,0,College Bridge Branch,4989,12/11/1995,9/25/2008,615 College Boulevard,Oceanside,San Diego,CA,92057,33.24292,-117.28979,51223.0,48180.0,54700.0,61053.0,63008.0,66884.0,77057,66637
3108,JPMorgan Chase Bank,0,LA Costa Branch,4986,12/18/1995,9/25/2008,"6985 El Canino Real, Suite 101",Carlsbad,San Diego,CA,92009,33.10279,-117.26675,87905.0,94236.0,91622.0,93109.0,96837.0,100078.0,115648,66637
3109,JPMorgan Chase Bank,0,San Clemento Branch,4993,12/18/1995,9/25/2008,905 North El Camino Real,San Clemente,Orange,CA,92672,33.43059,-117.62024,91515.0,90851.0,104572.0,115206.0,120046.0,136342.0,154324,66637
3110,JPMorgan Chase Bank,0,Fox Hills Branch,4988,1/2/1996,9/25/2008,5670 Sepulveda Boulevard,Culver City,Los Angeles,CA,90230,33.98895,-118.39527,82421.0,101629.0,96033.0,106559.0,99307.0,103833.0,117599,66637
3111,JPMorgan Chase Bank,0,Chino Hills Branch,4992,1/16/1996,9/25/2008,4200 Chino Hills Parkway,Chino Hills,San Bernardino,CA,91709,33.98271,-117.71291000000001,83390.0,94093.0,109139.0,122077.0,135565.0,146203.0,171325,66637
3112,JPMorgan Chase Bank,0,Ventura Road and Doris Branch,5030,9/23/1996,9/25/2008,860 North Ventura Road,Oxnard,Ventura,CA,93030,34.21082,-119.19451000000001,73035.0,72968.0,76114.0,71952.0,72428.0,77840.0,82457,66637
3113,JPMorgan Chase Bank,0,Portola Valley Branch,5074,7/1/1997,9/25/2008,"3130 Alpine Road, Suite 170",Portola Valley,San Mateo,CA,94028,37.40121,-122.19261000000002,92897.0,98760.0,103791.0,99125.0,107345.0,116512.0,154299,66637
3114,JPMorgan Chase Bank,0,Northridge Plaza Branch,5077,7/1/1997,9/25/2008,19500 Plummer Street,Northridge,Los Angeles,CA,91324,34.242740000000005,-118.55911,151063.0,148020.0,148953.0,158265.0,166694.0,177484.0,352990,66637
3115,JPMorgan Chase Bank,0,Niblick Road Branch,5078,7/1/1997,9/25/2008,144 Niblick Road,Paso Robles,San Luis Obispo,CA,93446,35.61501,-120.68308999999999,61887.0,64889.0,67254.0,78979.0,91528.0,104212.0,121329,66637
3116,JPMorgan Chase Bank,0,Watts Branch,5075,9/15/1997,9/25/2008,"10221 South Compton Avenue, Suite 100",Los Angeles,Los Angeles,CA,90002,33.94407,-118.24628999999999,29232.0,29766.0,32872.0,33021.0,36880.0,40605.0,48611,66637
3117,JPMorgan Chase Bank,0,Jp Morgan Trust Company Na Branch,4397,11/15/1997,8/16/2008,"1999 Avenue Of The Stars, 26th Floor",Los Angeles,Los Angeles,CA,90067,34.05911,-118.41651,0.0,0.0,0.0,0.0,0.0,0.0,0,66637
3118,JPMorgan Chase Bank,0,Foothill Ranch Branch,5072,4/10/1998,9/25/2008,26791 Portola Parkway,Foothill Ranch,Orange,CA,92610,33.67832,-117.66241000000001,72472.0,78438.0,87540.0,93599.0,105702.0,109498.0,125855,66637
3119,JPMorgan Chase Bank,0,Chico East Branch,5091,10/3/1998,9/25/2008,"2156 Pillsbury Rd, Ste 150",Chico,Butte,CA,95926,39.760870000000004,-121.84441000000001,52897.0,53945.0,59310.0,66799.0,72976.0,79542.0,89491,66637
3120,JPMorgan Chase Bank,0,Hemet Branch,5095,10/3/1998,9/25/2008,105 North Cawston Avenue,Hemet,Riverside,CA,92545,33.74778,-117.0155,104015.0,102194.0,106267.0,109295.0,117027.0,124451.0,127319,66637
3121,JPMorgan Chase Bank,0,LA Crescenta Branch,5096,10/3/1998,9/25/2008,2963 Foothill Boulevard,LA Crescenta,Los Angeles,CA,91214,34.22674,-118.24411,85129.0,87054.0,92908.0,95852.0,106877.0,119655.0,134248,66637
3122,JPMorgan Chase Bank,0,Soscol Avenue Branch,5098,10/3/1998,9/25/2008,257 Soscol Avenue,Napa,Napa,CA,94559,38.28458,-122.27471000000001,24755.0,27532.0,33578.0,34385.0,37496.0,44156.0,49551,66637
3123,JPMorgan Chase Bank,0,Folsom Branch,5094,2/16/1999,9/25/2008,1012-1 Riley Street,Folsom,Sacramento,CA,95630,38.67088,-121.16826999999999,51487.0,55965.0,59536.0,64167.0,71022.0,66947.0,80188,66637
3124,JPMorgan Chase Bank,0,Dickson Hill Branch,5093,4/5/1999,9/25/2008,305 Dickson Hill Road,Fairfield,Solano,CA,94533,38.2907,-122.03303000000001,37497.0,39599.0,41853.0,42363.0,47895.0,57617.0,66023,66637
3125,JPMorgan Chase Bank,0,South Bristol Street Branch,5351,5/10/1999,9/25/2008,2407 South Bristol Street,Santa Ana,Orange,CA,92704,33.71456,-117.88526999999999,11154.0,15475.0,20733.0,23888.0,26591.0,30489.0,37644,66637
3126,JPMorgan Chase Bank,0,First and Broadway Branch,5354,5/10/1999,9/25/2008,101 West Broadway,San Diego,San Diego,CA,92101,32.71563,-117.16426000000001,90597.0,95236.0,94623.0,95752.0,103250.0,125006.0,136296,66637
3127,JPMorgan Chase Bank,0,Laguna Branch,5092,6/7/1999,9/25/2008,"7427 Laguna Boulevard, Suite 120",Elk Grove,Sacramento,CA,95758,38.42353,-121.41476999999999,68514.0,68620.0,77437.0,80833.0,83125.0,90643.0,102245,66637
3128,JPMorgan Chase Bank,0,Vacaville Branch,5230,9/13/1999,9/25/2008,"2011 Harbison Avenue, Suite A",Vacaville,Solano,CA,95687,38.361979999999996,-121.96343,46559.0,45193.0,46097.0,47988.0,54233.0,57418.0,65208,66637
3129,JPMorgan Chase Bank,0,Lone Tree Branch,5227,9/20/1999,9/25/2008,4300 Lone Tree Way,Antioch,Contra Costa,CA,94531,37.96757,-121.78487,56296.0,58083.0,61433.0,63281.0,64079.0,67207.0,71942,66637
3130,JPMorgan Chase Bank,0,Monterey Branch,5097,10/3/1999,9/25/2008,291 Alvarado Street,Monterey,Monterey,CA,93940,36.60098,-121.89395,124366.0,126339.0,129783.0,131178.0,135450.0,150171.0,167505,66637
3131,JPMorgan Chase Bank,0,Aliso Branch,5226,12/9/1999,9/25/2008,26821 Aliso Creek Road,Aliso Viejo,Orange,CA,92656,33.57452,-117.7235,89447.0,102337.0,124302.0,140566.0,157800.0,181424.0,211756,66637
3132,JPMorgan Chase Bank,0,Fairfield Branch,5228,5/1/2000,9/25/2008,5095 Business Center Drive,Fairfield,Solano,CA,94534,38.21646,-122.14465,49069.0,51287.0,59837.0,58029.0,64634.0,74155.0,83023,66637
3133,JPMorgan Chase Bank,0,Scripps Poway Branch,5229,6/5/2000,9/25/2008,10541 Scripps Poway Parkway,San Diego,San Diego,CA,92131,32.93725,-117.10112,77096.0,83063.0,94517.0,105373.0,111643.0,128110.0,148586,66637
3134,JPMorgan Chase Bank,0,Fontana Branch,5401,1/18/2002,9/25/2008,14518 Baseline Ave.,Fontana,San Bernardino,CA,92336,34.121520000000004,-117.4881,44795.0,50285.0,54320.0,54693.0,56836.0,63944.0,76398,66637
3135,JPMorgan Chase Bank,0,Rocklin Branch,5404,2/1/2002,9/25/2008,"2200 Sunset Boulevard, Suite 200",Rocklin,Placer,CA,95765,38.80376,-121.27221999999999,47626.0,47276.0,53214.0,59160.0,66079.0,75308.0,87537,66637
3136,JPMorgan Chase Bank,0,Newbury Park Branch,5403,3/18/2002,9/25/2008,461 S Reno Rd.,Newbury Park,Ventura,CA,91320,34.14145,-118.97898,59830.0,60567.0,76281.0,76478.0,95693.0,104657.0,110634,66637
3137,JPMorgan Chase Bank,0,Lodi Branch,5402,5/1/2002,9/25/2008,2445 W Kettleman,Lodi,San Joaquin,CA,95242,38.11558,-121.30503999999999,40051.0,43835.0,51567.0,50074.0,59868.0,60578.0,72609,66637
3138,JPMorgan Chase Bank,0,Imperial Valley Branch,5574,7/1/2002,9/25/2008,2303 North Cottonwood Drive,El Centro,Imperial,CA,92243,32.75589,-115.60226000000002,53360.0,52631.0,52374.0,58264.0,67288.0,129539.0,148284,66637
3139,JPMorgan Chase Bank,0,Grand Grove Harbor Branch,5577,7/1/2002,9/25/2008,12851 Harbor Boulevard,Garden Grove,Orange,CA,92840,33.77691,-117.91548999999999,72268.0,75856.0,92210.0,98345.0,105468.0,113502.0,126246,66637
3140,JPMorgan Chase Bank,0,Long Beach Circle Center Branch,6329,7/1/2002,9/25/2008,4571 Los Coyotes Diagonal,Long Beach,Los Angeles,CA,90815,33.79138,-118.14062,69494.0,75656.0,82970.0,93152.0,97808.0,113818.0,129782,66637
3141,JPMorgan Chase Bank,0,Stevenson Ranch Branch,6330,7/1/2002,9/25/2008,25880 The Old Road,Stevenson Ranch,Los Angeles,CA,91381,34.39198,-118.57378,54659.0,53800.0,56909.0,57340.0,68815.0,80568.0,88001,66637
3142,JPMorgan Chase Bank,0,Sunnyvale - Hacienda Center Branch,6271,10/1/2002,9/25/2008,791 E El Camino Real,Sunnyvale,Santa Clara,CA,94087,37.37016,-122.04064,52123.0,65957.0,68595.0,76130.0,92172.0,96227.0,122565,66637
3143,JPMorgan Chase Bank,0,San Jose - Evergreen Branch,6270,10/21/2002,9/25/2008,4055 Evergreen Village Sq,San Jose,Santa Clara,CA,95135,37.3138,-121.77346999999999,64725.0,69076.0,78211.0,88504.0,100771.0,120380.0,145783,66637
3144,JPMorgan Chase Bank,0,Moorpark Town Center Branch,6274,10/21/2002,9/25/2008,165 W Los Angeles Ave,Moorpark,Ventura,CA,93021,34.27904,-118.88358999999998,53725.0,55156.0,58220.0,65626.0,70149.0,80611.0,87227,66637
3145,JPMorgan Chase Bank,0,Willow Station Branch,5573,11/1/2002,9/25/2008,1117 North Willow Avenue,Clovis,Fresno,CA,93611,36.81687,-119.72711000000001,41226.0,42168.0,46756.0,51440.0,58805.0,67751.0,81809,66637
3146,JPMorgan Chase Bank,0,Simi Valley East Branch,6275,11/4/2002,9/25/2008,5105 E Los Angeles Ave,Simi Valley,Ventura,CA,93063,34.27179,-118.69245,61358.0,61557.0,62721.0,64000.0,65874.0,68613.0,73336,66637
3147,JPMorgan Chase Bank,0,LA Jolla Village Center Branch,6269,12/20/2002,9/25/2008,8807 Villa LA Jolla Drive,LA Jolla,San Diego,CA,92037,32.86769,-117.23329,54895.0,67650.0,81192.0,97150.0,124804.0,166559.0,199443,66637
3148,JPMorgan Chase Bank,0,Peyton Drive Branch,5498,1/2/2003,9/25/2008,13011 Peyton Drive,Chino Hills,San Bernardino,CA,91709,34.01611,-117.74569,62810.0,64375.0,76303.0,92604.0,101280.0,107875.0,137003,66637
3149,JPMorgan Chase Bank,0,Sylmar Branch,5521,1/21/2003,9/25/2008,13750 Foothill Blvd,Sylmar,Los Angeles,CA,91342,34.30932,-118.43281,41058.0,43209.0,49109.0,50831.0,57338.0,63983.0,75537,66637
3150,JPMorgan Chase Bank,0,Carson Branch,5535,2/3/2003,9/25/2008,104 E. Sepulveda Blvd,Carson,Los Angeles,CA,90745,33.80784,-118.27536,56854.0,59647.0,65457.0,66851.0,71721.0,78480.0,96689,66637
3151,JPMorgan Chase Bank,0,Janss and Moorpark Branch,5522,3/3/2003,9/25/2008,1678 Moorpark Rd,Thousand Oaks,Ventura,CA,91360,34.200390000000006,-118.86816,73132.0,73104.0,90470.0,89553.0,98305.0,113574.0,129122,66637
3152,JPMorgan Chase Bank,0,Foster City Branch,5544,3/17/2003,9/25/2008,925 E. Hillsdale Blvd,Foster City,San Mateo,CA,94404,37.5558,-122.27546000000001,70087.0,75285.0,93087.0,98830.0,132032.0,136043.0,157985,66637
3153,JPMorgan Chase Bank,0,Castaic Village Branch,5543,4/1/2003,9/25/2008,31814 Castaic Road,Castaic,Los Angeles,CA,91384,34.497009999999996,-118.62283000000001,25805.0,25104.0,29742.0,30167.0,34001.0,33642.0,37686,66637
3154,JPMorgan Chase Bank,0,Folsom - Broadstone Branch,5554,4/14/2003,9/25/2008,2750 E Bidwell Street Ste 400,Folsom,Sacramento,CA,95630,38.65518,-121.12375,62684.0,66347.0,73401.0,76660.0,81003.0,91138.0,104699,66637
3155,JPMorgan Chase Bank,0,Mt Diablo Blvd Branch,6307,6/2/2003,9/25/2008,3492 Mt. Diablo Blvd.,Lafayette,Contra Costa,CA,94549,37.89247,-122.1161,53886.0,56073.0,60292.0,67469.0,75313.0,96498.0,111767,66637
3156,JPMorgan Chase Bank,0,Stockton Main Street Branch,6258,7/1/2003,9/25/2008,400 E Main St,Stockton,San Joaquin,CA,95202,37.95348,-121.28513999999998,31041.0,32182.0,32477.0,32924.0,30857.0,34804.0,41339,66637
3157,JPMorgan Chase Bank,0,Stargell Ave and Webster St Branch,6300,9/2/2003,9/25/2008,533 Wilver Willie Stargell Ave,Alameda,Alameda,CA,94501,37.78285,-122.27158999999999,20919.0,23557.0,25620.0,30042.0,31924.0,38618.0,46779,66637
3158,JPMorgan Chase Bank,0,Oakley Branch,6304,10/1/2003,9/25/2008,2535 Main Street,Oakley,Contra Costa,CA,94561,37.99797,-121.7306,18757.0,20994.0,24028.0,27864.0,29812.0,37005.0,39688,66637
3159,JPMorgan Chase Bank,0,Irvine - Irvine Boulevard Branch,6336,10/6/2003,9/25/2008,3973 Irvine Blvd.,Irvine,Orange,CA,92602,33.72173,-117.77118999999999,68592.0,81675.0,96452.0,109583.0,121894.0,134430.0,159284,66637
3160,JPMorgan Chase Bank,0,Los Gatos - Los Gatos Blvd Branch,6263,11/3/2003,9/25/2008,15698 Los Gatos Blvd,Los Gatos,Santa Clara,CA,95032,37.24131,-121.9602,34388.0,37687.0,44217.0,46750.0,49885.0,59116.0,63786,66637
3161,JPMorgan Chase Bank,0,San Pedro - Park Plaza Branch,6323,11/17/2003,9/25/2008,"980 N Western Avenue, Suite A",San Pedro,Los Angeles,CA,90732,33.75206,-118.30881000000001,71206.0,74703.0,79338.0,82743.0,91573.0,100796.0,129431,66637
3162,JPMorgan Chase Bank,0,Wilshire Blvd and Granville Branch,6315,11/24/2003,9/25/2008,"11766 Wilshire Blvd., Suite 100",Los Angeles,Los Angeles,CA,90025,34.048320000000004,-118.46226000000001,56044.0,55285.0,66368.0,66672.0,76861.0,94984.0,97098,66637
3163,JPMorgan Chase Bank,0,Manteca - Spreckels Branch,6255,12/1/2003,9/25/2008,123 Spreckels Avenue,Manteca,San Joaquin,CA,95336,37.79665,-121.19813,23294.0,23271.0,28940.0,31416.0,34301.0,34724.0,42725,66637
3164,JPMorgan Chase Bank,0,Porter Ranch Branch,6321,12/8/2003,9/25/2008,19837 Rinaldi Street,Porter Ranch,Los Angeles,CA,91326,34.275220000000004,-118.56671000000001,77572.0,90402.0,105005.0,118024.0,126058.0,137519.0,167325,66637
3165,JPMorgan Chase Bank,0,San Jose - Lawrence Branch,6264,1/5/2004,9/25/2008,5142 Stevens Creek Blvd,San Jose,Santa Clara,CA,95129,37.32292,-121.99313000000001,37765.0,42806.0,49495.0,58880.0,70464.0,84738.0,101222,66637
3166,JPMorgan Chase Bank,0,Sherman Oaks Riverside Drive Branch,6325,1/12/2004,9/25/2008,14111 Riverside Drive,Sherman Oaks,Los Angeles,CA,91423,34.15768,-118.44056,60213.0,63540.0,77060.0,89063.0,99303.0,114837.0,135781,66637
3167,JPMorgan Chase Bank,0,San Francisco - Mission Bay Branch,6253,4/5/2004,9/25/2008,255 King Street,San Francisco,San Francisco,CA,94107,37.777120000000004,-122.39273,23816.0,34691.0,47762.0,80418.0,90548.0,150673.0,140181,66637
3168,JPMorgan Chase Bank,0,Ventura Blvd and Calvin Branch,6326,4/5/2004,9/25/2008,19436 Ventura Blvd.,Tarzana,Los Angeles,CA,91356,34.17275,-118.55691000000002,66103.0,66497.0,72004.0,70327.0,74150.0,73737.0,78652,66637
3169,JPMorgan Chase Bank,0,Irvine - Quail Hill Branch,6335,4/5/2004,9/25/2008,6875 Quail Hill Parkway,Irvine,Orange,CA,92603,33.64765,-117.76746999999999,43306.0,46390.0,61467.0,74232.0,94746.0,106701.0,115648,66637
3170,JPMorgan Chase Bank,0,Hercules Branch,6303,5/3/2004,9/25/2008,"3600 San Pablo Avenue, Suite 2",Hercules,Contra Costa,CA,94547,38.01247,-122.27617,39034.0,43319.0,46658.0,48876.0,53770.0,60893.0,79927,66637
3171,JPMorgan Chase Bank,0,LA Quinta Branch,6231,5/17/2004,9/25/2008,78805 Hwy 111,LA Quinta,Riverside,CA,92253,33.71222,-116.2917,75997.0,76082.0,90200.0,109861.0,125103.0,116734.0,131084,66637
3172,JPMorgan Chase Bank,0,San Luis Obispo - Madonna Branch,6261,7/1/2004,9/25/2008,445 Madonna Rd,San Luis Obispo,San Luis Obispo,CA,93405,35.261140000000005,-120.68026,26144.0,27841.0,39304.0,44168.0,52499.0,57242.0,64893,66637
3173,JPMorgan Chase Bank,0,Brentwood - Balfour Branch,6305,7/1/2004,9/25/2008,3100 Balfour Road,Brentwood,Contra Costa,CA,94513,37.92522,-121.72243999999999,51683.0,58867.0,66546.0,70604.0,78193.0,82296.0,99399,66637
3174,JPMorgan Chase Bank,0,Corona Ontario Ave & Main St Branch,6230,9/13/2004,9/25/2008,140 West Ontario Ave,Corona,Riverside,CA,92882,33.85665,-117.57212,58499.0,68171.0,75255.0,79219.0,96910.0,110701.0,153926,66637
3175,JPMorgan Chase Bank,0,Oxnard - Rose Crossing Branch,6273,10/25/2004,9/25/2008,1950 N Rose Ave,Oxnard,Ventura,CA,93036,34.219609999999996,-119.1582,26179.0,29869.0,36129.0,36794.0,41367.0,46457.0,49775,66637
3176,JPMorgan Chase Bank,0,Chula Vista-Eastlake Terraces Branch,6245,11/15/2004,9/25/2008,2121 Olympic Pkwy,Chula Vista,San Diego,CA,91915,32.628440000000005,-116.96665,33945.0,36347.0,45746.0,40305.0,48126.0,47820.0,59494,66637
3177,JPMorgan Chase Bank,0,Los Angeles - Gage Center Branch,6316,11/22/2004,9/25/2008,1435 W Gage Avenue,Los Angeles,Los Angeles,CA,90001,33.98219,-118.24911000000002,34312.0,36012.0,43334.0,51344.0,55884.0,67141.0,78998,66637
3178,JPMorgan Chase Bank,0,Ladera Ranch Branch,6337,11/22/2004,9/25/2008,"25692 Crown Valley Parkway, Suite J2",Ladera Ranch,Orange,CA,92694,33.56467,-117.6448,36174.0,43232.0,51225.0,57866.0,65085.0,86114.0,84759,66637
3179,JPMorgan Chase Bank,0,Pine St and Front Branch,6252,12/6/2004,9/25/2008,100 Pine St,San Francisco,San Francisco,CA,94111,37.79237,-122.39903999999999,48381.0,53796.0,78170.0,73366.0,92367.0,84329.0,109647,66637
3180,JPMorgan Chase Bank,0,Marketplace W Shaw Ave Branch,6309,12/6/2004,9/25/2008,3751 W Shaw Avenue,Fresno,Fresno,CA,93711,36.80809,-119.86048999999998,17128.0,23487.0,24189.0,24618.0,28511.0,33619.0,38958,66637
3181,JPMorgan Chase Bank,0,Tampa and Saticoy Branch,6322,12/6/2004,9/25/2008,19315 Saticoy Street,Reseda,Los Angeles,CA,91335,34.208420000000004,-118.5539,25754.0,27987.0,32642.0,36769.0,41883.0,46757.0,61423,66637
3182,JPMorgan Chase Bank,0,San Jose - Bernal Branch,6267,12/13/2004,9/25/2008,109 Bernal Rd,San Jose,Santa Clara,CA,95119,37.23106,-121.77315,29874.0,31750.0,35102.0,37557.0,48406.0,51692.0,56880,66637
3183,JPMorgan Chase Bank,0,Fontana - Sierra Lakes,6242,12/29/2004,9/25/2008,16879 Sierra Lakes Pkwy,Fontana,San Bernardino,CA,92336,34.13975,-117.43688999999999,29606.0,33817.0,42952.0,48023.0,54549.0,65473.0,76927,66637
3184,JPMorgan Chase Bank,0,South Ontario Branch,6243,2/4/2005,9/25/2008,2633 E Riverside Dr,Ontario,San Bernardino,CA,91761,34.01916,-117.59494,25395.0,28644.0,32754.0,34608.0,39038.0,42470.0,52975,66637
3185,JPMorgan Chase Bank,0,Lincoln Branch,6228,2/28/2005,9/25/2008,705 Hwy 65,Lincoln,Placer,CA,95648,38.87272,-121.29807,35323.0,40111.0,46952.0,53193.0,59760.0,63406.0,70909,66637
3186,JPMorgan Chase Bank,0,Hidden Springs Rd Branch,6234,2/28/2005,9/25/2008,36132 Hidden Springs Rd,Wildomar,Riverside,CA,92595,33.59616,-117.24801000000001,45155.0,51477.0,55447.0,60088.0,68289.0,81396.0,100012,66637
